date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:34	105113/105113	---M-Z	200	added ('OK')	text/html	etag:W/%22044a3e65128951b578a7d01e29a30cab--gzip%22	https://www.tiagocoffee.com/store?category=Gift+Card	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store8f6d.html	(from https://www.tiagocoffee.com/store)
20:25:34	122831/122831	---M-Z	200	added ('OK')	text/html	etag:W/%226ff5f2971f6535f5759eb89947aac672--gzip%22	https://www.tiagocoffee.com/store/go-smile	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/go-smile.html	(from https://www.tiagocoffee.com/store)
20:25:36	123309/123309	---MCZ	200	added ('OK')	text/html	etag:W/%22263056a85c2c0ba8c15f10944b6c3924--gzip%22	https://www.tiagocoffee.com/store/smile	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/smile.html	(from https://www.tiagocoffee.com/store)
20:25:37	121358/121358	---MCZ	200	added ('OK')	text/html	etag:W/%22968d8feda17faf11a840c1af433f2030--gzip%22	https://www.tiagocoffee.com/store/smile-8c9lm	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/smile-8c9lm.html	(from https://www.tiagocoffee.com/store)
20:25:38	115477/115477	---MCZ	200	added ('OK')	text/html	etag:W/%2263257fe72b7c38341e0780e8eac99710--gzip%22	https://www.tiagocoffee.com/store/smile-tiago-coral	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/smile-tiago-coral.html	(from https://www.tiagocoffee.com/store)
20:25:39	115933/115933	---MCZ	200	added ('OK')	text/html	etag:W/%2296b79ea73f4c522fc2d825255cd8ef77--gzip%22	https://www.tiagocoffee.com/store/smile-tiago-white	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/smile-tiago-white.html	(from https://www.tiagocoffee.com/store)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.1b.delayed	(from https://www.tiagocoffee.com/store?category=Apparel)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.1c.delayed	(from https://www.tiagocoffee.com/store?category=Apparel)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.1d.delayed	(from https://www.tiagocoffee.com/store?category=Apparel)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.1e.delayed	(from https://www.tiagocoffee.com/store?category=Coffee)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.1f.delayed	(from https://www.tiagocoffee.com/store?category=Coffee)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.20.delayed	(from https://www.tiagocoffee.com/store?category=Coffee)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.21.delayed	(from https://www.tiagocoffee.com/store?category=Coffee+Accessories)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.22.delayed	(from https://www.tiagocoffee.com/store?category=Coffee+Accessories)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.23.delayed	(from https://www.tiagocoffee.com/store?category=Coffee+Accessories)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.24.delayed	(from https://www.tiagocoffee.com/store?category=Gift+Card)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.25.delayed	(from https://www.tiagocoffee.com/store?category=Gift+Card)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.26.delayed	(from https://www.tiagocoffee.com/store?category=Gift+Card)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.27.delayed	(from https://www.tiagocoffee.com/store/go-smile)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.28.delayed	(from https://www.tiagocoffee.com/store/go-smile)
20:25:40	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.29.delayed	(from https://www.tiagocoffee.com/store/go-smile)
20:25:40	112574/112574	---MCZ	200	added ('OK')	text/html	etag:W/%2260ce8e7d4a62e7aa2668a11fb3903e60--gzip%22	https://www.tiagocoffee.com/store/kalita-185-coffee-filter	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/store/kalita-185-coffee-filter.html	(from https://www.tiagocoffee.com/store)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.2b.delayed	(from https://www.tiagocoffee.com/store/smile)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.2c.delayed	(from https://www.tiagocoffee.com/store/smile)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.2d.delayed	(from https://www.tiagocoffee.com/store/smile)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.2e.delayed	(from https://www.tiagocoffee.com/store/smile-8c9lm)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.2f.delayed	(from https://www.tiagocoffee.com/store/smile-8c9lm)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.30.delayed	(from https://www.tiagocoffee.com/store/smile-8c9lm)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.31.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-coral)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.32.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-coral)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.33.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-coral)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.34.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-white)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.35.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-white)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.36.delayed	(from https://www.tiagocoffee.com/store/smile-tiago-white)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.37.delayed	(from https://www.tiagocoffee.com/store/kalita-185-coffee-filter)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.pdf	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/s/TiagoMenuMaster_6-6-25-1.38.delayed	(from https://www.tiagocoffee.com/store/kalita-185-coffee-filter)
20:25:41	0/-1	---M--	302	error ('')			https://www.tiagocoffee.com/get-delivery	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/get-delivery.39.delayed	(from https://www.tiagocoffee.com/store/kalita-185-coffee-filter)
20:25:41	113625/113625	---M--	200	added ('OK')	image/svg+xml	etag:%228196fdc6f90242c8956854b29890f800%22	https://www.tiagocoffee.com/universal/svg/social-accounts.svg	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/www.tiagocoffee.com/universal/svg/social-accounts.svg	(from https://www.tiagocoffee.com/store/go-smile)
