date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:12:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:12:54%20GMT	http://republicofpie.com/cdn/shop/t/12/compiled_assets/scripts.js?6312	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/compiled_assets/scripts6467.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:12:58	300539/300539	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2007%20Aug%202025%2000:11:58%20GMT	https://republicofpie.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:12:58	877469/877469	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2023:47:38%20GMT	https://republicofpie.com/cdn/shopifycloud/shop-js/client.js	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shopifycloud/shop-js/client.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:12:59	3264/3264	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2019:12:21%20GMT	https://republicofpie.com/cdn/shop/t/12/compiled_assets/scripts.js?6312	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/compiled_assets/scripts6467.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:12:59	13668/13668	---MCZ	200	added ('OK')	text/css	date:Thu,%2007%20Aug%202025%2000:06:00%20GMT	https://republicofpie.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:00%20GMT	http://republicofpie.com/cdn/fonts/montserrat/montserrat_n4.81949fa0ac9fd2021e16436151e8eaa539321637.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=ff10d1250760a14e12ea9c522a6ff7f007161505e979887bacdf81e19eaa32f6	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_n4.81949fa0ac9fd2021e16436151e8eaa53932163725eb.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:02	19428/19428	---M--	200	added ('OK')	font/woff2	date:Sat,%2012%20Jul%202025%2011:26:28%20GMT	https://republicofpie.com/cdn/fonts/montserrat/montserrat_n4.81949fa0ac9fd2021e16436151e8eaa539321637.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=ff10d1250760a14e12ea9c522a6ff7f007161505e979887bacdf81e19eaa32f6	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_n4.81949fa0ac9fd2021e16436151e8eaa53932163725eb.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:02%20GMT	http://republicofpie.com/cdn/fonts/montserrat/montserrat_n4.a6c632ca7b62da89c3594789ba828388aac693fe.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=1c233ed2caedd254649ebf507a9764113636aac529afec41b84276cdbe6abd99	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_n4.a6c632ca7b62da89c3594789ba828388aac693fead70.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:04	19320/19320	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2020:02:05%20GMT	https://republicofpie.com/cdn/fonts/montserrat/montserrat_n4.a6c632ca7b62da89c3594789ba828388aac693fe.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=1c233ed2caedd254649ebf507a9764113636aac529afec41b84276cdbe6abd99	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_n4.a6c632ca7b62da89c3594789ba828388aac693fead70.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:04%20GMT	http://republicofpie.com/cdn/fonts/montserrat/montserrat_i7.a0d4a463df4f146567d871890ffb3c80408e7732.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=d9ce5a8241e7f3071c1d79392ee09b74923b82ea3075ba02b572547562dc1e45	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_i7.a0d4a463df4f146567d871890ffb3c80408e77329580.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:06	20384/20384	---M--	200	added ('OK')	font/woff2	date:Mon,%2021%20Jul%202025%2009:11:43%20GMT	https://republicofpie.com/cdn/fonts/montserrat/montserrat_i7.a0d4a463df4f146567d871890ffb3c80408e7732.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=d9ce5a8241e7f3071c1d79392ee09b74923b82ea3075ba02b572547562dc1e45	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_i7.a0d4a463df4f146567d871890ffb3c80408e77329580.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:06%20GMT	http://republicofpie.com/cdn/fonts/montserrat/montserrat_i7.f6ec9f2a0681acc6f8152c40921d2a4d2e1a2c78.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=904913346ebe7fdd29f298ce244c682c76619d360214dabe799bb4a64ec7c922	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_i7.f6ec9f2a0681acc6f8152c40921d2a4d2e1a2c786ac3.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:07	20352/20352	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2020:02:08%20GMT	https://republicofpie.com/cdn/fonts/montserrat/montserrat_i7.f6ec9f2a0681acc6f8152c40921d2a4d2e1a2c78.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=904913346ebe7fdd29f298ce244c682c76619d360214dabe799bb4a64ec7c922	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/montserrat/montserrat_i7.f6ec9f2a0681acc6f8152c40921d2a4d2e1a2c786ac3.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:08%20GMT	http://republicofpie.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=dea6fea5096f24054455bb3b0a3f5c2d8a079873f13abc37a6bfa9d3702d0798	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768f0b6.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:09	12196/12196	---M--	200	added ('OK')	font/woff2	date:Tue,%2029%20Jul%202025%2009:42:28%20GMT	https://republicofpie.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768.woff2?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=dea6fea5096f24054455bb3b0a3f5c2d8a079873f13abc37a6bfa9d3702d0798	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768f0b6.woff2	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:10%20GMT	http://republicofpie.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=a33593a0e8f3f222c32d67118d25bda96c1238c5c020cefbd6cc4c1b34a7904e	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd29858966.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:11	12152/12152	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2020:01:48%20GMT	https://republicofpie.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985.woff?h1=cmVwdWJsaWNvZnBpZS5hY2NvdW50Lm15c2hvcGlmeS5jb20&h2=cmVwdWJsaWNvZnBpZS5jb20&hmac=a33593a0e8f3f222c32d67118d25bda96c1238c5c020cefbd6cc4c1b34a7904e	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd29858966.woff	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:12%20GMT	http://republicofpie.com/cdn/shop/t/12/assets/base.css?v=128257305537961342281724389501	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/base2d28.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:14	67469/67469	---MCZ	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2018:53:10%20GMT	https://republicofpie.com/cdn/shop/t/12/assets/base.css?v=128257305537961342281724389501	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/base2d28.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:14%20GMT	http://republicofpie.com/cdn/shop/t/12/assets/custom.css?v=36741004282388842831752126845	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/custom064e.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:16	58006/58006	---MCZ	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2006:01:27%20GMT	https://republicofpie.com/cdn/shop/t/12/assets/custom.css?v=36741004282388842831752126845	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/custom064e.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:16%20GMT	http://republicofpie.com/cdn/shop/t/12/assets/component-predictive-search.css?v=125563765146039606751724390136	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/component-predictive-searche1be.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:17	4864/4864	---MCZ	200	added ('OK')	text/css	date:Sat,%2012%20Jul%202025%2019:16:24%20GMT	https://republicofpie.com/cdn/shop/t/12/assets/component-predictive-search.css?v=125563765146039606751724390136	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shop/t/12/assets/component-predictive-searche1be.css	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:18	195165/195165	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:696accd4325a1719f747724675f3c67f%22	https://republicofpie.com/POST	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/POST	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:19	47207/47207	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:696accd4325a1719f747724675f3c67f%22	https://republicofpie.com/cdn	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:20%20GMT	http://republicofpie.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2000:13:22%20GMT	http://republicofpie.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
20:13:22	83425/83425	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2016:20:27%20GMT	https://republicofpie.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	/Users/mohammadalmusaiteer/Project%20Shawrma-Website%20temp/Websites_nextjs/templates/clone/republicofpie.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://republicofpie.com/?srsltid=AfmBOoqXSZDgvvH9KmlnQlrNZ30juaePjFfULJHD-5DtQUY-xPPT9ApM)
